,hidro_level_m1,precip_acumu_sm,hidro_level_sm
2023-11-11 09:00:00,1.39,0.0,4.99
2023-11-11 12:00:00,2.74,0.0,4.99
2023-11-11 15:00:00,2.5,0.15,4.99
2023-11-11 18:00:00,1.21,0.0,4.98
2023-11-11 21:00:00,1.48,0.08,4.97
2023-11-12 00:00:00,2.87,0.0,4.95
2023-11-12 03:00:00,2.7,0.0,4.94
2023-11-12 06:00:00,1.15,0.0,4.9
2023-11-12 09:00:00,1.08,0.67,4.89
2023-11-12 12:00:00,2.64,0.22,4.89
2023-11-12 15:00:00,2.8,0.0,4.91
2023-11-12 18:00:00,1.39,0.0,4.87
2023-11-12 21:00:00,1.24,0.12,4.83
2023-11-13 00:00:00,2.76,0.0,4.83
2023-11-13 03:00:00,2.99,0.0,4.87
2023-11-13 06:00:00,1.37,0.0,4.85
2023-11-13 09:00:00,0.87,0.45,4.88
2023-11-13 12:00:00,2.41,1.04,4.94
2023-11-13 15:00:00,3.06,0.0,4.99
2023-11-13 18:00:00,1.69,0.0,4.96
2023-11-13 21:00:00,1.07,0.0,4.94
2023-11-14 00:00:00,2.51,0.0,4.93
2023-11-14 03:00:00,3.22,0.0,4.96
2023-11-14 06:00:00,1.7,0.17,4.89
2023-11-14 09:00:00,0.72,0.0,4.86
2023-11-14 12:00:00,2.09,0.0,4.85
2023-11-14 15:00:00,3.17,0.0,4.87
2023-11-14 18:00:00,2.01,0.0,4.82
2023-11-14 21:00:00,0.96,0.0,4.79
2023-11-15 00:00:00,2.11,0.0,4.82
2023-11-15 03:00:00,3.26,0.0,4.91
2023-11-15 06:00:00,2.07,0.0,4.91
2023-11-15 09:00:00,0.64,0.0,4.88
2023-11-15 12:00:00,1.63,0.3,5.19
2023-11-15 15:00:00,3.12,0.01,6.17
2023-11-15 18:00:00,2.4,0.0,6.37
2023-11-15 21:00:00,1.01,0.0,6.35
2023-11-16 00:00:00,1.7,0.0,6.26
2023-11-16 03:00:00,3.15,0.0,6.1
2023-11-16 06:00:00,2.46,0.0,5.88
2023-11-16 09:00:00,0.79,0.06,5.67
2023-11-16 12:00:00,1.21,0.33,5.54
2023-11-16 15:00:00,2.88,0.0,5.44
2023-11-16 18:00:00,2.68,0.0,5.38
2023-11-16 21:00:00,1.15,0.0,5.29
2023-11-17 00:00:00,1.29,0.0,5.24
2023-11-17 03:00:00,2.82,0.0,5.21
2023-11-17 06:00:00,2.75,0.0,5.19
2023-11-17 09:00:00,1.1,0.0,5.14
2023-11-17 12:00:00,0.92,0.0,5.12
2023-11-17 15:00:00,2.48,0.0,5.08
2023-11-17 18:00:00,2.93,0.0,5.07
2023-11-17 21:00:00,1.51,0.0,5.06
2023-11-18 00:00:00,1.06,0.0,5.09
2023-11-18 03:00:00,2.41,0.0,5.11
2023-11-18 06:00:00,2.96,0.0,5.13
2023-11-18 09:00:00,1.55,0.0,5.07
2023-11-18 12:00:00,0.81,0.26,5.01
2023-11-18 15:00:00,2.12,0.0,5.0
2023-11-18 18:00:00,3.01,0.0,5.02
2023-11-18 21:00:00,1.99,0.0,4.98
2023-11-19 00:00:00,1.06,0.0,4.93
2023-11-19 03:00:00,2.01,0.0,4.9
2023-11-19 06:00:00,2.94,0.0,4.94
2023-11-19 09:00:00,2.04,0.07,4.97
2023-11-19 12:00:00,0.94,0.29,4.97
2023-11-19 15:00:00,1.61,0.0,4.95
2023-11-19 18:00:00,2.84,0.0,4.95
2023-11-19 21:00:00,2.42,0.0,4.95
2023-11-20 00:00:00,1.23,0.0,4.93
2023-11-20 03:00:00,1.51,0.0,4.91
2023-11-20 06:00:00,2.64,0.0,4.92
2023-11-20 09:00:00,2.41,0.0,4.99
2023-11-20 12:00:00,1.22,0.0,5.06
2023-11-20 15:00:00,1.24,0.0,5.05
2023-11-20 18:00:00,2.51,0.0,5.08
2023-11-20 21:00:00,2.78,0.0,5.27
2023-11-21 00:00:00,1.63,0.0,5.33
2023-11-21 03:00:00,1.26,0.0,5.28
2023-11-21 06:00:00,2.23,0.11,5.25
2023-11-21 09:00:00,2.65,0.49,5.33
2023-11-21 12:00:00,1.67,0.0,5.56
2023-11-21 15:00:00,1.05,0.0,5.7
2023-11-21 18:00:00,2.02,0.0,5.75
2023-11-21 21:00:00,2.91,0.0,5.82
2023-11-22 00:00:00,2.11,0.0,5.76
2023-11-22 03:00:00,1.14,0.0,5.65
2023-11-22 06:00:00,1.67,0.0,5.8
2023-11-22 09:00:00,2.69,0.06,6.09
2023-11-22 12:00:00,2.18,7.12,6.23
2023-11-22 15:00:00,1.1,0.84,6.21
2023-11-22 18:00:00,1.53,0.0,6.13
2023-11-22 21:00:00,2.89,0.0,6.26
2023-11-23 00:00:00,2.67,0.0,6.43
2023-11-23 03:00:00,1.32,0.0,6.43
2023-11-23 06:00:00,1.24,0.0,6.72
2023-11-23 09:00:00,2.51,0.0,7.65
2023-11-23 12:00:00,2.69,0.34,7.56
2023-11-23 15:00:00,1.47,0.37,7.19
2023-11-23 18:00:00,1.21,0.0,6.92
2023-11-23 21:00:00,2.58,0.0,6.74
2023-11-24 00:00:00,3.07,0.0,6.59
2023-11-24 03:00:00,1.68,0.0,6.44
2023-11-24 06:00:00,0.86,0.0,6.39
2023-11-24 09:00:00,2.04,0.0,6.74
2023-11-24 12:00:00,2.94,0.0,7.07
2023-11-24 15:00:00,1.86,0.0,7.06
2023-11-24 18:00:00,0.91,0.0,6.96
2023-11-24 21:00:00,2.07,0.0,6.77
2023-11-25 00:00:00,3.2,0.0,6.53
2023-11-25 03:00:00,2.13,0.0,6.36
2023-11-25 06:00:00,0.7,0.0,6.23
2023-11-25 09:00:00,1.49,0.22,6.14
2023-11-25 12:00:00,3.01,0.26,6.07
2023-11-25 15:00:00,2.39,0.0,6.01
2023-11-25 18:00:00,0.96,0.0,5.96
2023-11-25 21:00:00,1.61,0.0,5.92
2023-11-26 00:00:00,3.21,0.0,5.89
2023-11-26 03:00:00,2.68,0.0,5.86
2023-11-26 06:00:00,0.86,0.0,5.8
2023-11-26 09:00:00,1.09,0.19,5.75
2023-11-26 12:00:00,2.88,0.74,5.72
2023-11-26 15:00:00,2.91,0.04,5.72
2023-11-26 18:00:00,1.23,0.0,5.73
2023-11-26 21:00:00,1.21,0.0,5.74
2023-11-27 00:00:00,2.97,0.0,5.7
2023-11-27 03:00:00,3.08,0.0,5.67
2023-11-27 06:00:00,1.18,0.0,5.62
2023-11-27 09:00:00,0.68,0.25,5.61
2023-11-27 12:00:00,2.48,0.01,5.57
2023-11-27 15:00:00,3.17,0.09,5.54
2023-11-27 18:00:00,1.58,1.73,5.46
2023-11-27 21:00:00,0.86,3.21,5.42
2023-11-28 00:00:00,2.48,0.0,5.43
2023-11-28 03:00:00,3.31,0.0,5.65
2023-11-28 06:00:00,1.63,0.8,5.95
2023-11-28 09:00:00,0.54,0.19,6.31
2023-11-28 12:00:00,2.0,0.0,6.41
2023-11-28 15:00:00,3.26,0.0,6.36
2023-11-28 18:00:00,2.03,0.0,6.21
2023-11-28 21:00:00,0.8,0.0,6.04
2023-11-29 00:00:00,1.93,0.0,5.87
2023-11-29 03:00:00,3.25,0.0,5.72
2023-11-29 06:00:00,2.09,0.0,5.59
2023-11-29 09:00:00,0.53,0.35,5.51
2023-11-29 12:00:00,1.46,0.2,5.5
2023-11-29 15:00:00,3.1,0.0,5.46
2023-11-29 18:00:00,2.47,0.0,5.39
2023-11-29 21:00:00,0.96,0.11,5.35
2023-11-30 00:00:00,1.5,0.0,5.37
2023-11-30 03:00:00,3.06,0.0,5.47
2023-11-30 06:00:00,2.48,0.0,5.82
2023-11-30 09:00:00,0.8,0.17,6.35
2023-11-30 12:00:00,1.13,0.0,6.43
2023-11-30 15:00:00,2.86,0.0,6.23
2023-11-30 18:00:00,2.83,0.0,6.0
2023-11-30 21:00:00,1.33,0.0,5.79
2023-12-01 00:00:00,1.34,0.0,5.67
2023-12-01 03:00:00,2.82,0.1,5.62
2023-12-01 06:00:00,2.84,0.34,5.64
2023-12-01 09:00:00,1.25,0.0,5.66
2023-12-01 12:00:00,1.1,0.08,5.78
2023-12-01 15:00:00,2.62,0.0,5.91
2023-12-01 18:00:00,3.03,0.0,5.96
2023-12-01 21:00:00,1.77,0.0,5.95
2023-12-02 00:00:00,1.3,0.0,5.91
2023-12-02 03:00:00,2.42,0.0,5.82
2023-12-02 06:00:00,2.9,0.0,5.75
2023-12-02 09:00:00,1.66,0.41,5.69
2023-12-02 12:00:00,0.98,0.06,5.66
2023-12-02 15:00:00,2.11,0.0,5.61
2023-12-02 18:00:00,2.92,0.0,5.57
2023-12-02 21:00:00,2.01,0.0,5.53
2023-12-03 00:00:00,1.18,0.0,5.48
2023-12-03 03:00:00,1.98,0.0,5.41
2023-12-03 06:00:00,2.77,0.0,5.36
2023-12-03 09:00:00,1.95,0.0,5.32
2023-12-03 12:00:00,1.04,0.4,5.31
2023-12-03 15:00:00,1.75,0.0,5.32
2023-12-03 18:00:00,2.78,0.0,5.38
2023-12-03 21:00:00,2.34,0.0,5.42
2023-12-04 00:00:00,1.34,0.0,5.37
2023-12-04 03:00:00,1.68,0.0,5.33
2023-12-04 06:00:00,2.56,0.0,5.31
2023-12-04 09:00:00,2.22,0.0,5.31
2023-12-04 12:00:00,1.28,0.25,5.29
2023-12-04 15:00:00,1.5,0.0,5.26
2023-12-04 18:00:00,2.54,0.0,5.22
2023-12-04 21:00:00,2.57,0.0,5.18
2023-12-05 00:00:00,1.61,0.0,5.15
2023-12-05 03:00:00,1.48,0.11,5.14
2023-12-05 06:00:00,2.31,0.12,5.17
2023-12-05 09:00:00,2.42,0.33,5.21
2023-12-05 12:00:00,1.58,4.11,5.26
2023-12-05 15:00:00,1.37,6.5,5.31
2023-12-05 18:00:00,2.28,0.97,5.38
2023-12-05 21:00:00,2.69,0.0,5.41
2023-12-06 00:00:00,1.92,2.25,5.65
2023-12-06 03:00:00,1.4,4.11,6.28
2023-12-06 06:00:00,2.04,28.43,6.6
2023-12-06 09:00:00,2.54,3.2,6.6
2023-12-06 12:00:00,1.91,0.57,6.78
2023-12-06 15:00:00,1.41,0.03,7.24
2023-12-06 18:00:00,2.04,0.88,7.32
2023-12-06 21:00:00,2.74,10.06,7.27
2023-12-07 00:00:00,2.22,19.75,7.54
2023-12-07 03:00:00,1.44,0.01,7.72
2023-12-07 06:00:00,1.75,0.0,7.77
2023-12-07 09:00:00,2.51,0.26,7.96
2023-12-07 12:00:00,2.23,0.14,8.07
2023-12-07 15:00:00,1.48,0.0,7.98
2023-12-07 18:00:00,1.74,0.08,7.9
2023-12-07 21:00:00,2.67,0.0,7.98
2023-12-08 00:00:00,2.53,0.0,7.96
2023-12-08 03:00:00,1.57,0.0,7.78
2023-12-08 06:00:00,1.46,0.0,7.71
2023-12-08 09:00:00,2.37,0.5,7.83
2023-12-08 12:00:00,2.52,0.86,7.75
2023-12-08 15:00:00,1.67,0.45,7.48
2023-12-08 18:00:00,1.51,0.49,7.21
2023-12-08 21:00:00,2.48,0.0,7.01
2023-12-09 00:00:00,2.77,0.0,6.85
2023-12-09 03:00:00,1.73,0.0,6.68
2023-12-09 06:00:00,1.18,0.0,6.56
2023-12-09 09:00:00,2.06,0.21,6.48
2023-12-09 12:00:00,2.68,3.28,6.44
2023-12-09 15:00:00,1.86,0.1,6.44
2023-12-09 18:00:00,1.25,0.0,6.4
2023-12-09 21:00:00,2.14,0.0,6.38
2023-12-10 00:00:00,2.87,0.0,6.44
2023-12-10 03:00:00,1.96,0.0,6.51
2023-12-10 06:00:00,0.98,0.0,6.56
2023-12-10 09:00:00,1.67,0.14,6.56
2023-12-10 12:00:00,2.74,0.04,6.49
2023-12-10 15:00:00,2.14,1.47,6.39
2023-12-10 18:00:00,1.16,1.41,6.29
2023-12-10 21:00:00,1.79,0.0,6.25
2023-12-11 00:00:00,2.93,0.0,6.18
2023-12-11 03:00:00,2.32,0.06,6.11
2023-12-11 06:00:00,0.98,0.02,6.13
2023-12-11 09:00:00,1.31,0.0,6.14
2023-12-11 12:00:00,2.75,0.0,6.28
2023-12-11 15:00:00,2.57,0.59,6.36
2023-12-11 18:00:00,1.3,0.0,6.23
2023-12-11 21:00:00,1.53,0.98,6.11
2023-12-12 00:00:00,2.86,2.77,6.04
2023-12-12 03:00:00,2.71,0.83,6.0
2023-12-12 06:00:00,1.13,0.25,5.97
2023-12-12 09:00:00,0.98,0.08,5.94
2023-12-12 12:00:00,2.53,1.02,5.91
2023-12-12 15:00:00,2.88,0.0,5.96
2023-12-12 18:00:00,1.48,0.0,6.05
2023-12-12 21:00:00,1.17,0.06,6.15
2023-12-13 00:00:00,2.63,0.08,6.37
2023-12-13 03:00:00,3.02,0.22,6.7
2023-12-13 06:00:00,1.45,0.0,6.81
2023-12-13 09:00:00,0.72,0.06,6.82
2023-12-13 12:00:00,2.24,1.24,6.94
2023-12-13 15:00:00,3.17,0.0,7.02
2023-12-13 18:00:00,1.86,0.0,6.95
2023-12-13 21:00:00,1.0,0.0,6.86
2023-12-14 00:00:00,2.31,0.31,6.81
2023-12-14 03:00:00,3.26,2.29,6.72
2023-12-14 06:00:00,1.86,2.55,6.58
2023-12-14 09:00:00,0.6,0.11,6.47
2023-12-14 12:00:00,1.78,0.01,6.39
2023-12-14 15:00:00,3.19,0.1,6.33
2023-12-14 18:00:00,2.27,0.04,6.27
2023-12-14 21:00:00,0.93,2.45,6.19
2023-12-15 00:00:00,1.8,37.39,6.1
2023-12-15 03:00:00,3.24,5.97,6.08
2023-12-15 06:00:00,2.35,0.79,6.1
2023-12-15 09:00:00,0.66,0.0,6.39
2023-12-15 12:00:00,1.27,0.0,6.94
2023-12-15 15:00:00,3.05,0.0,7.41
2023-12-15 18:00:00,2.7,0.0,7.63
2023-12-15 21:00:00,1.1,0.0,7.55
2023-12-16 00:00:00,1.37,0.0,7.33
2023-12-16 03:00:00,3.01,0.35,7.03
2023-12-16 06:00:00,2.74,0.0,6.83
2023-12-16 09:00:00,0.94,0.5,6.73
2023-12-16 12:00:00,0.88,0.87,6.8
2023-12-16 15:00:00,2.72,0.21,6.73
2023-12-16 18:00:00,3.07,0.0,6.6
2023-12-16 21:00:00,1.49,0.48,6.49
2023-12-17 00:00:00,1.07,0.0,6.44
2023-12-17 03:00:00,2.6,0.0,6.4
2023-12-17 06:00:00,3.05,0.0,6.36
2023-12-17 09:00:00,1.46,0.29,6.5
2023-12-17 12:00:00,0.72,0.86,6.61
2023-12-17 15:00:00,2.22,0.0,6.58
2023-12-17 18:00:00,3.25,0.0,6.45
2023-12-17 21:00:00,2.04,0.0,6.29
2023-12-18 00:00:00,0.98,0.0,6.17
2023-12-18 03:00:00,2.07,0.0,6.12
2023-12-18 06:00:00,3.13,0.0,6.11
2023-12-18 09:00:00,2.03,0.31,6.1
2023-12-18 12:00:00,0.8,3.21,6.09
2023-12-18 15:00:00,1.76,0.0,6.06
2023-12-18 18:00:00,3.21,0.0,6.02
2023-12-18 21:00:00,2.56,0.0,5.98
2023-12-19 00:00:00,1.15,0.0,5.96
2023-12-19 03:00:00,1.6,0.0,5.97
2023-12-19 06:00:00,2.9,0.0,6.05
2023-12-19 09:00:00,2.48,0.0,6.34
2023-12-19 12:00:00,1.1,0.37,7.15
2023-12-19 15:00:00,1.41,0.34,7.79
2023-12-19 18:00:00,2.88,0.0,7.93
2023-12-19 21:00:00,2.94,0.0,7.94
2023-12-20 00:00:00,1.54,0.25,7.72
2023-12-20 03:00:00,1.25,0.02,7.56
2023-12-20 06:00:00,2.44,0.0,7.48
2023-12-20 09:00:00,2.71,0.18,7.43
2023-12-20 12:00:00,1.53,1.14,7.43
2023-12-20 15:00:00,1.11,1.22,7.52
2023-12-20 18:00:00,2.39,0.0,7.49
2023-12-20 21:00:00,3.11,0.0,7.43
2023-12-21 00:00:00,1.98,0.0,7.33
2023-12-21 03:00:00,1.11,0.0,7.38
2023-12-21 06:00:00,1.95,0.0,7.68
2023-12-21 09:00:00,2.82,0.33,7.91
2023-12-21 12:00:00,2.07,0.0,7.93
2023-12-21 15:00:00,1.16,0.0,7.72
2023-12-21 18:00:00,1.91,0.0,7.56
2023-12-21 21:00:00,3.08,0.0,7.51
2023-12-22 00:00:00,2.47,0.0,7.26
2023-12-22 03:00:00,1.17,0.0,7.01
2023-12-22 06:00:00,1.4,0.0,6.87
2023-12-22 09:00:00,2.62,1.16,6.79
2023-12-22 12:00:00,2.52,1.36,6.74
2023-12-22 15:00:00,1.33,0.0,6.69
2023-12-22 18:00:00,1.4,0.0,6.64
2023-12-22 21:00:00,2.74,0.0,6.59
2023-12-23 00:00:00,2.82,0.0,6.55
2023-12-23 03:00:00,1.42,48.19,6.52
2023-12-23 06:00:00,0.96,48.51,6.77
2023-12-23 09:00:00,2.19,6.1,7.39
2023-12-23 12:00:00,2.78,0.16,7.88
2023-12-23 15:00:00,1.74,0.58,8.18
2023-12-23 18:00:00,1.2,0.0,8.44
2023-12-23 21:00:00,2.31,0.0,8.53
2023-12-24 00:00:00,3.03,0.0,8.44
2023-12-24 03:00:00,1.88,0.0,8.23
2023-12-24 06:00:00,0.85,0.0,8.05
2023-12-24 09:00:00,1.76,0.0,7.95
2023-12-24 12:00:00,2.91,0.1,7.81
2023-12-24 15:00:00,2.2,0.11,7.6
2023-12-24 18:00:00,1.11,0.0,7.37
2023-12-24 21:00:00,1.83,0.0,7.15
2023-12-25 00:00:00,3.04,3.61,6.98
2023-12-25 03:00:00,2.33,1.15,6.86
2023-12-25 06:00:00,0.89,0.0,6.85
2023-12-25 09:00:00,1.28,0.27,6.99
2023-12-25 12:00:00,2.81,0.0,7.7
2023-12-25 15:00:00,2.68,0.0,8.07
2023-12-25 18:00:00,1.27,0.0,8.19
2023-12-25 21:00:00,1.43,0.29,8.09
2023-12-26 00:00:00,2.87,0.08,7.78
2023-12-26 03:00:00,2.75,0.3,7.47
2023-12-26 06:00:00,1.14,1.61,7.27
2023-12-26 09:00:00,0.94,0.12,7.18
2023-12-26 12:00:00,2.53,0.5,7.15
2023-12-26 15:00:00,2.97,1.12,7.14
2023-12-26 18:00:00,1.56,0.09,7.13
2023-12-26 21:00:00,1.12,0.35,7.07
2023-12-27 00:00:00,2.53,0.94,6.97
2023-12-27 03:00:00,3.03,0.0,7.08
2023-12-27 06:00:00,1.52,0.0,7.6
2023-12-27 09:00:00,0.76,0.23,8.0
2023-12-27 12:00:00,2.15,0.14,8.13
2023-12-27 15:00:00,3.13,0.0,8.01
2023-12-27 18:00:00,1.97,2.28,7.74
2023-12-27 21:00:00,1.02,2.56,7.45
2023-12-28 00:00:00,2.13,2.14,7.26
2023-12-28 03:00:00,3.12,0.06,7.44
2023-12-28 06:00:00,1.96,0.0,8.01
2023-12-28 09:00:00,0.73,0.18,8.4
2023-12-28 12:00:00,1.74,0.12,8.73
2023-12-28 15:00:00,3.1,0.0,8.8
2023-12-28 18:00:00,2.38,0.0,8.53
2023-12-28 21:00:00,1.08,0.0,8.14
2023-12-29 00:00:00,1.76,0.0,7.81
2023-12-29 03:00:00,3.07,0.0,7.65
2023-12-29 06:00:00,2.36,0.0,7.67
2023-12-29 09:00:00,0.88,0.73,7.68
2023-12-29 12:00:00,1.43,0.25,7.67
2023-12-29 15:00:00,3.01,0.08,7.59
2023-12-29 18:00:00,2.78,0.0,7.45
2023-12-29 21:00:00,1.36,0.0,7.38
2023-12-30 00:00:00,1.53,0.47,7.31
2023-12-30 03:00:00,2.91,0.0,7.22
2023-12-30 06:00:00,2.68,0.0,7.35
2023-12-30 09:00:00,1.18,0.14,7.62
2023-12-30 12:00:00,1.21,0.31,7.72
2023-12-30 15:00:00,2.75,0.0,7.55
2023-12-30 18:00:00,2.95,0.0,7.32
2023-12-30 21:00:00,1.59,0.0,7.12
2023-12-31 00:00:00,1.29,0.0,6.98
2023-12-31 03:00:00,2.58,0.0,6.87
2023-12-31 06:00:00,2.83,0.0,6.89
2023-12-31 09:00:00,1.44,0.64,6.92
2023-12-31 12:00:00,1.01,0.27,6.88
2023-12-31 15:00:00,2.38,0.0,6.84
2023-12-31 18:00:00,3.02,0.0,6.79
2023-12-31 21:00:00,1.85,0.0,6.69
2024-01-01 00:00:00,1.15,0.0,6.64
2024-01-01 03:00:00,2.21,0.0,6.65
2024-01-01 06:00:00,2.86,0.0,6.9
2024-01-01 09:00:00,1.75,0.1,7.56
2024-01-01 12:00:00,1.0,0.08,7.84
2024-01-01 15:00:00,2.02,0.0,7.64
2024-01-01 18:00:00,2.96,0.0,7.28
2024-01-01 21:00:00,2.13,0.0,7.09
2024-01-02 00:00:00,1.18,0.0,7.01
2024-01-02 03:00:00,1.87,0.0,7.04
2024-01-02 06:00:00,2.75,0.0,7.27
2024-01-02 09:00:00,2.03,0.0,7.36
2024-01-02 12:00:00,1.08,0.4,7.28
2024-01-02 15:00:00,1.7,0.0,7.14
2024-01-02 18:00:00,2.77,0.0,6.97
2024-01-02 21:00:00,2.38,0.0,6.85
2024-01-03 00:00:00,1.3,0.0,6.78
2024-01-03 03:00:00,1.57,0.0,6.74
2024-01-03 06:00:00,2.53,0.0,6.8
2024-01-03 09:00:00,2.26,0.43,7.0
2024-01-03 12:00:00,1.28,0.35,7.28
2024-01-03 15:00:00,1.51,0.38,7.42
2024-01-03 18:00:00,2.59,0.0,7.44
2024-01-03 21:00:00,2.56,0.32,7.38
2024-01-04 00:00:00,1.5,0.0,7.26
2024-01-04 03:00:00,1.38,0.0,7.31
2024-01-04 06:00:00,2.29,0.0,7.68
2024-01-04 09:00:00,2.43,0.22,8.03
2024-01-04 12:00:00,1.55,0.62,8.24
2024-01-04 15:00:00,1.41,0.0,8.26
2024-01-04 18:00:00,2.4,0.0,8.05
2024-01-04 21:00:00,2.71,0.0,7.81
2024-01-05 00:00:00,1.82,0.0,7.61
2024-01-05 03:00:00,1.33,0.0,7.99
2024-01-05 06:00:00,2.04,0.0,8.49
2024-01-05 09:00:00,2.53,0.15,8.59
2024-01-05 12:00:00,1.9,0.14,8.43
2024-01-05 15:00:00,1.45,0.0,8.13
2024-01-05 18:00:00,2.11,0.0,7.86
2024-01-05 21:00:00,2.73,0.0,7.67
2024-01-06 00:00:00,2.09,0.0,7.59
2024-01-06 03:00:00,1.29,0.0,7.68
2024-01-06 06:00:00,1.67,0.0,7.78
2024-01-06 09:00:00,2.44,0.51,7.63
2024-01-06 12:00:00,2.16,0.05,7.59
2024-01-06 15:00:00,1.45,0.0,7.66
2024-01-06 18:00:00,1.77,0.0,7.49
2024-01-06 21:00:00,2.62,0.0,7.25
2024-01-07 00:00:00,2.41,0.0,7.09
2024-01-07 03:00:00,1.41,0.0,6.98
2024-01-07 06:00:00,1.32,0.0,6.93
2024-01-07 09:00:00,2.23,0.32,6.95
2024-01-07 12:00:00,2.43,0.89,6.95
2024-01-07 15:00:00,1.61,0.0,6.89
2024-01-07 18:00:00,1.46,0.0,6.82
2024-01-07 21:00:00,2.38,0.0,6.76
2024-01-08 00:00:00,2.63,0.0,6.7
2024-01-08 03:00:00,1.64,0.0,6.68
2024-01-08 06:00:00,1.07,0.0,6.65
2024-01-08 09:00:00,1.93,0.16,6.64
2024-01-08 12:00:00,2.63,3.31,6.65
2024-01-08 15:00:00,1.93,0.85,6.62
2024-01-08 18:00:00,1.33,0.0,6.56
2024-01-08 21:00:00,2.11,0.0,6.49
2024-01-09 00:00:00,2.85,0.0,6.43
2024-01-09 03:00:00,2.02,0.48,6.4
2024-01-09 06:00:00,0.96,0.06,6.45
2024-01-09 09:00:00,1.56,0.05,6.71
2024-01-09 12:00:00,2.71,0.0,7.04
2024-01-09 15:00:00,2.27,0.0,7.28
2024-01-09 18:00:00,1.24,0.0,7.37
2024-01-09 21:00:00,1.72,0.27,7.29
2024-01-10 00:00:00,2.87,0.0,7.17
2024-01-10 03:00:00,2.41,0.52,7.11
2024-01-10 06:00:00,0.97,0.0,7.12
2024-01-10 09:00:00,1.13,0.1,7.18
2024-01-10 12:00:00,2.6,1.24,7.18
2024-01-10 15:00:00,2.63,0.0,7.19
2024-01-10 18:00:00,1.29,0.0,7.2
2024-01-10 21:00:00,1.27,0.0,7.4
2024-01-11 00:00:00,2.71,0.61,7.48
2024-01-11 03:00:00,2.82,0.0,7.42
2024-01-11 06:00:00,1.2,0.0,7.7
2024-01-11 09:00:00,0.77,0.0,7.86
2024-01-11 12:00:00,2.35,0.55,7.71
2024-01-11 15:00:00,3.05,0.0,7.76
2024-01-11 18:00:00,1.63,0.22,7.89
2024-01-11 21:00:00,0.93,0.0,7.71
2024-01-12 00:00:00,2.36,0.93,7.46
2024-01-12 03:00:00,3.18,0.0,7.65
2024-01-12 06:00:00,1.64,0.0,8.4
2024-01-12 09:00:00,0.5,0.14,8.76
2024-01-12 12:00:00,1.92,0.71,8.82
2024-01-12 15:00:00,3.27,0.0,8.83
2024-01-12 18:00:00,2.09,0.0,8.78
2024-01-12 21:00:00,0.78,0.68,8.58
2024-01-13 00:00:00,1.87,0.5,8.37
2024-01-13 03:00:00,3.28,0.0,8.1
2024-01-13 06:00:00,2.14,0.0,7.87
2024-01-13 09:00:00,0.48,0.41,7.69
2024-01-13 12:00:00,1.38,0.59,7.58
2024-01-13 15:00:00,3.24,0.0,7.49
2024-01-13 18:00:00,2.69,0.0,7.4
2024-01-13 21:00:00,0.92,0.0,7.3
2024-01-14 00:00:00,1.37,0.0,7.22
2024-01-14 03:00:00,3.18,0.0,7.14
2024-01-14 06:00:00,2.73,0.0,7.13
2024-01-14 09:00:00,0.77,0.53,7.16
2024-01-14 12:00:00,0.87,0.23,7.17
2024-01-14 15:00:00,2.93,0.0,7.17
2024-01-14 18:00:00,3.14,0.0,7.21
2024-01-14 21:00:00,1.26,0.0,7.07
2024-01-15 00:00:00,0.87,0.0,6.93
2024-01-15 03:00:00,2.64,0.73,6.86
2024-01-15 06:00:00,3.04,0.0,6.82
2024-01-15 09:00:00,1.16,0.25,6.79
2024-01-15 12:00:00,0.52,0.41,6.9
2024-01-15 15:00:00,2.38,0.0,6.98
2024-01-15 18:00:00,3.36,0.0,7.06
2024-01-15 21:00:00,1.74,0.0,7.07
2024-01-16 00:00:00,0.64,0.0,7.02
2024-01-16 03:00:00,2.03,0.0,6.99
2024-01-16 06:00:00,3.11,0.0,7.11
2024-01-16 09:00:00,1.72,0.39,7.29
2024-01-16 12:00:00,0.51,0.22,7.35
2024-01-16 15:00:00,1.83,0.02,7.29
2024-01-16 18:00:00,3.3,0.0,7.2
2024-01-16 21:00:00,2.33,0.0,7.1
2024-01-17 00:00:00,0.77,0.0,7.01
2024-01-17 03:00:00,1.45,0.0,6.92
2024-01-17 06:00:00,2.9,0.0,6.86
2024-01-17 09:00:00,2.21,0.45,6.8
2024-01-17 12:00:00,0.76,0.5,6.79
2024-01-17 15:00:00,1.31,0.02,6.73
2024-01-17 18:00:00,2.96,0.0,6.62
2024-01-17 21:00:00,2.71,0.0,6.58
2024-01-18 00:00:00,1.08,0.0,6.65
2024-01-18 03:00:00,1.04,0.0,6.74
2024-01-18 06:00:00,2.48,0.0,6.75
2024-01-18 09:00:00,2.56,0.12,6.75
2024-01-18 12:00:00,1.22,0.0,6.69
2024-01-18 15:00:00,1.07,0.0,6.61
2024-01-18 18:00:00,2.53,1.3,6.59
2024-01-18 21:00:00,2.96,3.2,6.57
2024-01-19 00:00:00,1.58,1.72,6.57
2024-01-19 03:00:00,0.91,0.07,6.59
2024-01-19 06:00:00,1.99,0.12,6.54
2024-01-19 09:00:00,2.69,0.06,6.48
2024-01-19 12:00:00,1.77,2.38,6.45
2024-01-19 15:00:00,1.09,0.46,6.55
2024-01-19 18:00:00,2.04,0.0,6.64
2024-01-19 21:00:00,2.92,0.0,6.6
2024-01-20 00:00:00,2.09,0.0,6.55
